Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
11879-125C7,FF:11879-125C7,"CD14+ monocytes - treated with B-glucan, donor2",D4-10,primary cells,Human (Homo sapiens),male,51,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11879-125C7,Total RNA
11880-125C8,FF:11880-125C8,"CD14+ monocytes - treated with BCG, donor3",D5-1,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11880-125C8,Total RNA
11881-125C9,FF:11881-125C9,"CD14+ monocytes - treated with IFN + N-hexane, donor3",D5-2,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11881-125C9,Total RNA
11882-125D1,FF:11882-125D1,"CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3",D5-3,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11882-125D1,Total RNA
11883-125D2,FF:11883-125D2,"CD14+ monocytes - mock treated, donor3",D5-4,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11883-125D2,Total RNA
11884-125D3,FF:11884-125D3,"CD14+ monocytes - treated with Group A streptococci, donor3",D5-5,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11884-125D3,Total RNA
11885-125D4,FF:11885-125D4,"CD14+ monocytes - treated with lipopolysaccharide, donor3",D5-6,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11885-125D4,Total RNA
11886-125D5,FF:11886-125D5,"CD14+ monocytes - treated with Salmonella, donor3",D5-7,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11886-125D5,Total RNA
11887-125D6,FF:11887-125D6,"CD14+ monocytes - treated with Cryptococcus, donor3",D5-8,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11887-125D6,Total RNA
11888-125D7,FF:11888-125D7,"CD14+ monocytes - treated with Candida, donor3",D5-9,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11888-125D7,Total RNA
11889-125D8,FF:11889-125D8,"CD14+ monocytes - treated with B-glucan, donor3",D5-10,primary cells,Human (Homo sapiens),female,21,,,,monocyte,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11889-125D8,Total RNA
11890-125D9,FF:11890-125D9,"Hep-2 cells treated with Streptococci strain 5448, biol_rep1",1a,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11890-125D9,Total RNA
11891-125E1,FF:11891-125E1,"Hep-2 cells treated with Streptococci strain 5448, biol_rep2",1b,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11891-125E1,Total RNA
11892-125E2,FF:11892-125E2,"Hep-2 cells treated with Streptococci strain 5448, biol_rep3",1c,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11892-125E2,Total RNA
11894-125E4,FF:11894-125E4,"Hep-2 cells treated with Streptococci strain JRS4, biol_rep1",2a,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11894-125E4,Total RNA
11895-125E5,FF:11895-125E5,"Hep-2 cells treated with Streptococci strain JRS4, biol_rep2",2b,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11895-125E5,Total RNA
11896-125E6,FF:11896-125E6,"Hep-2 cells treated with Streptococci strain JRS4, biol_rep3",2c,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11896-125E6,Total RNA
11898-125E8,FF:11898-125E8,"Hep-2 cells mock treated, biol_rep1",3a,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11898-125E8,Total RNA
11899-125E9,FF:11899-125E9,"Hep-2 cells mock treated, biol_rep2",3b,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11899-125E9,Total RNA
11900-125F1,FF:11900-125F1,"Hep-2 cells mock treated, biol_rep3",3c,cell lines,Human (Homo sapiens),male,56,,,,unclassifiable,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11900-125F1,Total RNA
11901-125F2,FF:11901-125F2,"migratory langerhans cells, donor1",LC-A,primary cells,Human (Homo sapiens),,,,,,langerhans cell,,Teunis Geijtenbeek,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11901-125F2,Total RNA
11902-125F3,FF:11902-125F3,"migratory langerhans cells, donor2",LC-B,primary cells,Human (Homo sapiens),,,,,,langerhans cell,,Teunis Geijtenbeek,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11902-125F3,Total RNA
11903-125F4,FF:11903-125F4,"migratory langerhans cells, donor3",LC-C,primary cells,Human (Homo sapiens),,,,,,langerhans cell,,Teunis Geijtenbeek,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11903-125F4,Total RNA
11904-125F5,FF:11904-125F5,"immature langerhans cells, donor1",LC-I,primary cells,Human (Homo sapiens),,,,,,langerhans cell,,Teunis Geijtenbeek,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11904-125F5,Total RNA
11905-125F6,FF:11905-125F6,"immature langerhans cells, donor2",LC-II,primary cells,Human (Homo sapiens),,,,,,langerhans cell,,Teunis Geijtenbeek,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11905-125F6,Total RNA
11906-125F7,FF:11906-125F7,"CD4+CD25-CD45RA+ naive conventional T cells, donor3",33-34,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11906-125F7,Total RNA
11907-125F8,FF:11907-125F8,"CD4+CD25+CD45RA+ naive regulatory T cells, donor3",35-36,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11907-125F8,Total RNA
11908-125F9,FF:11908-125F9,"CD4+CD25+CD45RA- memory regulatory T cells, donor3",37-38,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11908-125F9,Total RNA
11909-125G1,FF:11909-125G1,"CD4+CD25-CD45RA- memory conventional T cells, donor3",39-40,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11909-125G1,Total RNA
11910-125G2,FF:11910-125G2,"CD14+CD16- Monocytes, donor3",41-42,primary cells,Human (Homo sapiens),male,23,,blood,,monocyte,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11910-125G2,Total RNA
11911-125G3,FF:11911-125G3,"CD14-CD16+ Monocytes, donor3",43-44,primary cells,Human (Homo sapiens),male,23,,blood,,monocyte,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11911-125G3,Total RNA
11912-125G4,FF:11912-125G4,"CD14+CD16+ Monocytes, donor3",45-46,primary cells,Human (Homo sapiens),male,23,,blood,,monocyte,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11912-125G4,Total RNA
11913-125G5,FF:11913-125G5,"CD4+CD25-CD45RA+ naive conventional T cells expanded, donor2",53-54,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11913-125G5,Total RNA
11914-125G6,FF:11914-125G6,"CD4+CD25-CD45RA- memory conventional T cells expanded, donor2",55-56,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11914-125G6,Total RNA
11915-125G7,FF:11915-125G7,"CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor2",57-58,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11915-125G7,Total RNA
11916-125G8,FF:11916-125G8,"CD4+CD25+CD45RA- memory regulatory T cells expanded, donor2",59-60,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11916-125G8,Total RNA
11917-125G9,FF:11917-125G9,"CD4+CD25-CD45RA+ naive conventional T cells expanded, donor3",61-62,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11917-125G9,Total RNA
11918-125H1,FF:11918-125H1,"CD4+CD25-CD45RA- memory conventional T cells expanded, donor3",63-64,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11918-125H1,Total RNA
11919-125H2,FF:11919-125H2,"CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor3",65-66,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11919-125H2,Total RNA
11920-125H3,FF:11920-125H3,"CD4+CD25+CD45RA- memory regulatory T cells expanded, donor3",67-68,primary cells,Human (Homo sapiens),male,23,,blood,,T cell,,Michael Rehli (University of Regensberg),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11920-125H3,Total RNA
11921-125H4,FF:11921-125H4,"Fibroblast - Gingival, donor6 (aggressive periodontitis)",APGF4-2,primary cells,Human (Homo sapiens),female,27,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11921-125H4,Total RNA
11922-125H5,FF:11922-125H5,"Fibroblast - Gingival, donor6 (control)",APGF4-3,primary cells,Human (Homo sapiens),female,27,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11922-125H5,Total RNA
11923-125H6,FF:11923-125H6,"Fibroblast - Gingival, donor7 (aggressive periodontitis)",APGF5-2,primary cells,Human (Homo sapiens),female,32,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11923-125H6,Total RNA
11924-125H7,FF:11924-125H7,"Fibroblast - Gingival, donor7 (control)",APGF5-3,primary cells,Human (Homo sapiens),female,32,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11924-125H7,Total RNA
11925-125H8,FF:11925-125H8,"Fibroblast - Gingival, donor8 (chronic periodontitis)",GFe5-1,primary cells,Human (Homo sapiens),male,39,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11925-125H8,Total RNA
11926-125H9,FF:11926-125H9,"Fibroblast - Gingival, donor8 (control)",GFe5-2,primary cells,Human (Homo sapiens),male,39,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11926-125H9,Total RNA
11927-125I1,FF:11927-125I1,"Fibroblast - Gingival, donor9 (control)",GFe6,primary cells,Human (Homo sapiens),female,29,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11927-125I1,Total RNA
11928-125I2,FF:11928-125I2,"Fibroblast - Gingival, donor10 (periodontitis)",GF00,primary cells,Human (Homo sapiens),unknown,unknown,,ANATOMICAL SYSTEM,,fibroblast,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11928-125I2,Total RNA
11929-125I3,FF:11929-125I3,"Mallassez-derived cells, donor2",MZe6,primary cells,Human (Homo sapiens),female,29,,ANATOMICAL SYSTEM,,epithelial cell rests of Malassez,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11929-125I3,Total RNA
11930-125I4,FF:11930-125I4,"Mallassez-derived cells, donor3",MZH7,primary cells,Human (Homo sapiens),male,18,,ANATOMICAL SYSTEM,,epithelial cell rests of Malassez,,Mitsuhiro Ohshima (Nihon University School of Dentistry),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11930-125I4,Total RNA
11931-125I5,FF:11931-125I5,"CD34 cells differentiated to erythrocyte lineage, biol_ rep1",,primary cells,Human (Homo sapiens),,,Adult,Buffy coat,,,,Kim Summers,,,11931-125I5,Total RNA
11932-125I6,FF:11932-125I6,"CD34 cells differentiated to erythrocyte lineage, biol_ rep2",,primary cells,Human (Homo sapiens),,,Adult,Buffy coat,,,,Kim Summers,,,11932-125I6,Total RNA
11933-125I7,FF:11933-125I7,"Olfactory epithelial cells, donor1",,primary cells,Human (Homo sapiens),male,59,,ANATOMICAL SYSTEM,,CELL MIXTURE - tissue sample,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11933-125I7,Total RNA
11934-125I8,FF:11934-125I8,"Olfactory epithelial cells, donor2",,primary cells,Human (Homo sapiens),female,66,,ANATOMICAL SYSTEM,,CELL MIXTURE - tissue sample,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11934-125I8,Total RNA
11935-125I9,FF:11935-125I9,"Olfactory epithelial cells, donor3",,primary cells,Human (Homo sapiens),male,61,,ANATOMICAL SYSTEM,,CELL MIXTURE - tissue sample,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11935-125I9,Total RNA
11936-126A1,FF:11936-126A1,"Olfactory epithelial cells, donor4",,primary cells,Human (Homo sapiens),male,64,,ANATOMICAL SYSTEM,,CELL MIXTURE - tissue sample,,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11936-126A1,Total RNA
11937-126A2,FF:11937-126A2,"gamma delta positive T cells, donor1",,primary cells,Human (Homo sapiens),male,35,,ANATOMICAL SYSTEM,,"t cell, gamma-delta",,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11937-126A2,Total RNA
11938-126A3,FF:11938-126A3,"gamma delta positive T cells, donor2",,primary cells,Human (Homo sapiens),male,33,,ANATOMICAL SYSTEM,,"t cell, gamma-delta",,Christine Wells (University of Queensland),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11938-126A3,Total RNA
11939-126A4,FF:11939-126A4,"Mast cell, expanded, donor5",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,Magda Babina,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11939-126A4,Total RNA
11940-126A5,FF:11940-126A5,"Mast cell, expanded and stimulated, donor5",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,Magda Babina,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11940-126A5,Total RNA
11941-126A6,FF:11941-126A6,"Mast cell, expanded, donor8",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,Magda Babina,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11941-126A6,Total RNA
11942-126A7,FF:11942-126A7,"Mast cell, expanded and stimulated, donor8",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,Magda Babina,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11942-126A7,Total RNA
11960-126C7,FF:11960-126C7,"Smooth muscle cells - airway, asthmatic, donor1",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11960-126C7,Total RNA
11961-126C8,FF:11961-126C8,"Smooth muscle cells - airway, asthmatic, donor2",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11961-126C8,Total RNA
11962-126C9,FF:11962-126C9,"Smooth muscle cells - airway, asthmatic, donor3",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11962-126C9,Total RNA
11963-126D1,FF:11963-126D1,"Smooth muscle cells - airway, asthmatic, donor4",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11963-126D1,Total RNA
11964-126D2,FF:11964-126D2,"Smooth muscle cells - airway, asthmatic, donor5",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11964-126D2,Total RNA
11965-126D3,FF:11965-126D3,"Smooth muscle cells - airway, asthmatic, donor6",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11965-126D3,Total RNA
11966-126D4,FF:11966-126D4,"Smooth muscle cells - airway, control, donor1",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11966-126D4,Total RNA
11967-126D5,FF:11967-126D5,"Smooth muscle cells - airway, control, donor2",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11967-126D5,Total RNA
11968-126D6,FF:11968-126D6,"Smooth muscle cells - airway, control, donor3",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11968-126D6,Total RNA
11969-126D7,FF:11969-126D7,"Smooth muscle cells - airway, control, donor4",,primary cells,Human (Homo sapiens),,,,ANATOMICAL SYSTEM,,,,,,,11969-126D7,Total RNA
12130-128D6,FF:12130-128D6,"common myeloid progenitor CMP, donor1",,primary cells,Human (Homo sapiens),,,,bone marrow,,common myeloid progenitor,,Lennartsson,,,12130-128D6,Total RNA
12131-128D7,FF:12131-128D7,"granulocyte macrophage progenitor, donor1",,primary cells,Human (Homo sapiens),,,,bone marrow,,granulocyte macrophage progenitor,,Lennartsson,,,12131-128D7,Total RNA
12132-128D8,FF:12132-128D8,"promyelocytes/myelocytes PMC, donor1",,primary cells,Human (Homo sapiens),,,,bone marrow,,promyelocytes/myelocytes,,Lennartsson,,,12132-128D8,Total RNA
12133-128D9,FF:12133-128D9,"neutrophil PMN, donor1",,primary cells,Human (Homo sapiens),,,,bone marrow,,neutrophil,,Lennartsson,,,12133-128D9,Total RNA
12134-128E1,FF:12134-128E1,"common myeloid progenitor CMP, donor2",,primary cells,Human (Homo sapiens),,,,bone marrow,,common myeloid progenitor,,Lennartsson,,,12134-128E1,Total RNA
12135-128E2,FF:12135-128E2,"granulocyte macrophage progenitor, donor2",,primary cells,Human (Homo sapiens),,,,bone marrow,,granulocyte macrophage progenitor,,Lennartsson,,,12135-128E2,Total RNA
12136-128E3,FF:12136-128E3,"promyelocytes/myelocytes PMC, donor2",,primary cells,Human (Homo sapiens),,,,bone marrow,,promyelocytes/myelocytes,,Lennartsson,,,12136-128E3,Total RNA
12137-128E4,FF:12137-128E4,"neutrophil PMN, donor2",,primary cells,Human (Homo sapiens),,,,bone marrow,,neutrophil,,Lennartsson,,,12137-128E4,Total RNA
12139-128E6,FF:12139-128E6,"granulocyte macrophage progenitor, donor3",,primary cells,Human (Homo sapiens),,,,bone marrow,,granulocyte macrophage progenitor,,Lennartsson,,,12139-128E6,Total RNA
12140-128E7,FF:12140-128E7,"promyelocytes/myelocytes PMC, donor3",,primary cells,Human (Homo sapiens),,,,bone marrow,,promyelocytes/myelocytes,,Lennartsson,,,12140-128E7,Total RNA
12141-128E8,FF:12141-128E8,"neutrophil PMN, donor3",,primary cells,Human (Homo sapiens),,,,bone marrow,,neutrophil,,Lennartsson,,,12141-128E8,Total RNA
12142-128E9,FF:12142-128E9,"Mallassez-derived cells, donor1 (MZH3)",,primary cells,Human (Homo sapiens),male,22 years old adult,,gum,,epithelial cell rests of Malassez,,Mitsuhiro Ohshima (Nihon University School of Dentistry),N/A,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12142-128E9,Total RNA
12148-128F6,FF:12148-128F6,"CD8+ T Cells (pluriselect), donor090325, donation1",,primary cells,Human (Homo sapiens),male,,,blood,,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12148-128F6,Total RNA
12151-128F9,FF:12151-128F9,"CD19+ B Cells (pluriselect), donor090325, donation1",,primary cells,Human (Homo sapiens),male,,,blood,,b cell,,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12151-128F9,Total RNA
12156-128G5,FF:12156-128G5,"Mesothelial Cells, donor2",,primary cells,Human (Homo sapiens),female,42 year old adult,,mesothelium,lot:MES042908B,mesothelial cell,F-MES-F,FANTOM5 OSC CORE (contact: Al Forrest),Zenbio,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12156-128G5,Total RNA
12171-128I2,FF:12171-128I2,"CD8+ T Cells (pluriselect), donor090325, donation2",,primary cells,Human (Homo sapiens),male,,,blood,,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12171-128I2,Total RNA
12174-128I5,FF:12174-128I5,"CD19+ B Cells (pluriselect), donor090325, donation2",,primary cells,Human (Homo sapiens),male,,,blood,,b cell,,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,12174-128I5,Total RNA
12176-128I7,FF:12176-128I7,"Whole blood (ribopure), donor090325, donation1",,primary cells,Human (Homo sapiens),male,,,blood,,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-ribopure_minelute_cleanup-v1.0,12176-128I7,Total RNA
12177-128I8,FF:12177-128I8,"Whole blood (ribopure), donor090325, donation2",,primary cells,Human (Homo sapiens),male,,,blood,,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,OP-RNA-extraction-totalRNA-ribopure_minelute_cleanup-v1.0,12177-128I8,Total RNA
12179-129A1,FF:12179-129A1,"Whole blood (ribopure), donor090309, donation1",,primary cells,Human (Homo sapiens),,,,blood,090309-02,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12179-129A1,Total RNA
12180-129A2,FF:12180-129A2,"Whole blood (ribopure), donor090309, donation2",,primary cells,Human (Homo sapiens),,,,blood,090309-03,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12180-129A2,Total RNA
12181-129A3,FF:12181-129A3,"Whole blood (ribopure), donor090309, donation3",,primary cells,Human (Homo sapiens),,,,blood,090309-04,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12181-129A3,Total RNA
12182-129A4,FF:12182-129A4,"Whole blood (ribopure), donor090612, donation1",,primary cells,Human (Homo sapiens),,,,blood,090612-02,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12182-129A4,Total RNA
12183-129A5,FF:12183-129A5,"Whole blood (ribopure), donor090612, donation2",,primary cells,Human (Homo sapiens),,,,blood,090612-03,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12183-129A5,Total RNA
12184-129A6,FF:12184-129A6,"Whole blood (ribopure), donor090612, donation3",,primary cells,Human (Homo sapiens),,,,blood,090612-04,CELL MIXTURE - tissue sample,,Matched_genome_OSC(contact:Al Forrest),,,12184-129A6,Total RNA
12186-129A8,FF:12186-129A8,"CD8+ T Cells (pluriselect), donor090309, donation1",,primary cells,Human (Homo sapiens),,,,blood,090309-02,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12186-129A8,Total RNA
12189-129B2,FF:12189-129B2,"CD19+ B Cells (pluriselect), donor090309, donation1",,primary cells,Human (Homo sapiens),,,,blood,090309-02,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12189-129B2,Total RNA
12191-129B4,FF:12191-129B4,"CD8+ T Cells (pluriselect), donor090309, donation2",,primary cells,Human (Homo sapiens),,,,blood,090309-03,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12191-129B4,Total RNA
12194-129B7,FF:12194-129B7,"CD19+ B Cells (pluriselect), donor090309, donation2",,primary cells,Human (Homo sapiens),,,,blood,090309-03,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12194-129B7,Total RNA
12196-129B9,FF:12196-129B9,"CD8+ T Cells (pluriselect), donor090309, donation3",,primary cells,Human (Homo sapiens),,,,blood,090309-04,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12196-129B9,Total RNA
12199-129C3,FF:12199-129C3,"CD19+ B Cells (pluriselect), donor090309, donation3",,primary cells,Human (Homo sapiens),,,,blood,090309-04,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12199-129C3,Total RNA
12201-129C5,FF:12201-129C5,"CD8+ T Cells (pluriselect), donor090612, donation1",,primary cells,Human (Homo sapiens),,,,blood,090612-02,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12201-129C5,Total RNA
12204-129C8,FF:12204-129C8,"CD19+ B Cells (pluriselect), donor090612, donation1",,primary cells,Human (Homo sapiens),,,,blood,090612-02,b cell,,Matched_genome_OSC(contact:Al Forrest),,,12204-129C8,Total RNA
12206-129D1,FF:12206-129D1,"CD8+ T Cells (pluriselect), donor090612, donation2",,primary cells,Human (Homo sapiens),,,,blood,090612-03,"T cell, CD8+",,Matched_genome_OSC(contact:Al Forrest),,,12206-129D1,Total RNA
