Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
13413-144C2,FF:13413-144C2,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 084hr, biol_rep2",84-2,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13413-144C2,Total RNA
13414-144C3,FF:13414-144C3,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 084hr, biol_rep3",84-3,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13414-144C3,Total RNA
13415-144C4,FF:13415-144C4,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 096hr, biol_rep1",96-1,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13415-144C4,Total RNA
13416-144C5,FF:13416-144C5,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 096hr, biol_rep2",96-2,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13416-144C5,Total RNA
13417-144C6,FF:13417-144C6,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 096hr, biol_rep3",96-3,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13417-144C6,Total RNA
13418-144C7,FF:13418-144C7,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 120hr, biol_rep1",120-1,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13418-144C7,Total RNA
13419-144C8,FF:13419-144C8,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 120hr, biol_rep2",120-2,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13419-144C8,Total RNA
13420-144C9,FF:13420-144C9,"Tracheal epithelial cells, differentiation to ciliated epithelial cells, 120hr, biol_rep3",120-3,time courses,Mouse (Mus musculus),female,,,,,SELECT CELL TYPE,,Mitsuru Morimoto,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,13420-144C9,Total RNA
1345-25G2,FF:1345-25G2,"liver, neonate N03",,developmental,Mouse (Mus musculus),mixture,,3 days neonate,liver,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1345-25G2,Total RNA
1349-25I2,FF:1349-25I2,"heart, neonate N03",,developmental,Mouse (Mus musculus),mixture,,3 days neonate,heart,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1349-25I2,Total RNA
1350-25C3,FF:1350-25C3,"bone (os femoris), neonate N20",,developmental,Mouse (Mus musculus),mixture,,20 days neonate,bone (os femoris),,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1350-25C3,Total RNA
1351-25D3,FF:1351-25D3,"heart, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,heart,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1351-25D3,Total RNA
1352-25E3,FF:1352-25E3,"intestine, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,intestine,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1352-25E3,Total RNA
13532-145G4,FF:13532-145G4,"cerebellar granule cells, embryo E13, biol_rep1 (E13R1)",,time courses,Mouse (Mus musculus),,,,,E13R1,SELECT CELL TYPE,,,,,13532-145G4,Total RNA
1353-25F3,FF:1353-25F3,"kidney, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,kidney,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1353-25F3,Total RNA
13533-145G5,FF:13533-145G5,"cerebellar granule cells, embryo E13, biol_rep2 (E13R2)",,time courses,Mouse (Mus musculus),,,,,E13R2,SELECT CELL TYPE,,,,,13533-145G5,Total RNA
13534-145G6,FF:13534-145G6,"cerebellar granule cells, embryo E13, biol_rep3 (E13R3)",,time courses,Mouse (Mus musculus),,,,,E13R3,SELECT CELL TYPE,,,,,13534-145G6,Total RNA
13535-145G7,FF:13535-145G7,"cerebellar granule cells, embryo E15, biol_rep1 (E15R1)",,time courses,Mouse (Mus musculus),,,,,E15R1,SELECT CELL TYPE,,,,,13535-145G7,Total RNA
13536-145G8,FF:13536-145G8,"cerebellar granule cells, embryo E15, biol_rep2 (E15R2)",,time courses,Mouse (Mus musculus),,,,,E15R2,SELECT CELL TYPE,,,,,13536-145G8,Total RNA
13537-145G9,FF:13537-145G9,"cerebellar granule cells, embryo E15, biol_rep3 (E15R3)",,time courses,Mouse (Mus musculus),,,,,E15R3,SELECT CELL TYPE,,,,,13537-145G9,Total RNA
13538-145H1,FF:13538-145H1,"cerebellar granule cells, embryo E18, biol_rep1 (E18R1)",,time courses,Mouse (Mus musculus),,,,,E18R1,SELECT CELL TYPE,,,,,13538-145H1,Total RNA
13539-145H2,FF:13539-145H2,"cerebellar granule cells, embryo E18, biol_rep2 (E18R2)",,time courses,Mouse (Mus musculus),,,,,E18R2,SELECT CELL TYPE,,,,,13539-145H2,Total RNA
13540-145H3,FF:13540-145H3,"cerebellar granule cells, embryo E18, biol_rep3 (E13R3)",,time courses,Mouse (Mus musculus),,,,,E18R3,SELECT CELL TYPE,,,,,13540-145H3,Total RNA
1354-25G3,FF:1354-25G3,"spleen, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,spleen,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1354-25G3,Total RNA
1355-25E4,FF:1355-25E4,"stomach, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,stomach,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1355-25E4,Total RNA
13580-146C7,FF:13580-146C7,"hepatocytes, sham operation, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13580-146C7,Total RNA
13581-146C8,FF:13581-146C8,"hepatocytes, sham operation, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13581-146C8,Total RNA
13582-146C9,FF:13582-146C9,"hepatocytes, sham operation, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13582-146C9,Total RNA
13583-146D1,FF:13583-146D1,"hepatocytes, partial hepatectomy, 02hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13583-146D1,Total RNA
13584-146D2,FF:13584-146D2,"hepatocytes, partial hepatectomy, 02hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13584-146D2,Total RNA
13585-146D3,FF:13585-146D3,"hepatocytes, partial hepatectomy, 02hr, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13585-146D3,Total RNA
13586-146D4,FF:13586-146D4,"hepatocytes, partial hepatectomy, 30hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13586-146D4,Total RNA
13587-146D5,FF:13587-146D5,"hepatocytes, partial hepatectomy, 30hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13587-146D5,Total RNA
13588-146D6,FF:13588-146D6,"hepatocytes, partial hepatectomy, 30hr, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13588-146D6,Total RNA
13589-146D7,FF:13589-146D7,"hepatocytes, partial hepatectomy, 48hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13589-146D7,Total RNA
13590-146D8,FF:13590-146D8,"hepatocytes, partial hepatectomy, 48hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13590-146D8,Total RNA
13591-146D9,FF:13591-146D9,"hepatocytes, partial hepatectomy, 48hr, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13591-146D9,Total RNA
13592-146E1,FF:13592-146E1,"hepatocytes, partial hepatectomy, week01, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13592-146E1,Total RNA
1359-25C7,FF:1359-25C7,"lung, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,lung,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1359-25C7,Total RNA
13593-146E2,FF:13593-146E2,"hepatocytes, partial hepatectomy, week01, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13593-146E2,Total RNA
13594-146E3,FF:13594-146E3,"hepatocytes, partial hepatectomy, week01, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatocyte,,UNDEFINED_COLLABORATION,,,13594-146E3,Total RNA
13595-146E4,FF:13595-146E4,"liver sinusoidal endothelial cells, sham operation, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13595-146E4,Total RNA
13596-146E5,FF:13596-146E5,"liver sinusoidal endothelial cells, sham operation, biol_rep2",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13596-146E5,Total RNA
13597-146E6,FF:13597-146E6,"liver sinusoidal endothelial cells, sham operation, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13597-146E6,Total RNA
13598-146E7,FF:13598-146E7,"liver sinusoidal endothelial cells, partial hepatectomy, 02hr, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13598-146E7,Total RNA
13599-146E8,FF:13599-146E8,"liver sinusoidal endothelial cells, partial hepatectomy, 02hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13599-146E8,Total RNA
13600-146E9,FF:13600-146E9,"liver sinusoidal endothelial cells, partial hepatectomy, 02hr, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13600-146E9,Total RNA
13601-146F1,FF:13601-146F1,"liver sinusoidal endothelial cells, partial hepatectomy, 30hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13601-146F1,Total RNA
13602-146F2,FF:13602-146F2,"liver sinusoidal endothelial cells, partial hepatectomy, 30hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13602-146F2,Total RNA
13603-146F3,FF:13603-146F3,"liver sinusoidal endothelial cells, partial hepatectomy, 30hr, biol_rep3",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13603-146F3,Total RNA
13604-146F4,FF:13604-146F4,"liver sinusoidal endothelial cells, partial hepatectomy, 48hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13604-146F4,Total RNA
13605-146F5,FF:13605-146F5,"liver sinusoidal endothelial cells, partial hepatectomy, 48hr, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13605-146F5,Total RNA
13606-146F6,FF:13606-146F6,"liver sinusoidal endothelial cells, partial hepatectomy, 48hr, biol_rep3",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13606-146F6,Total RNA
13607-146F7,FF:13607-146F7,"liver sinusoidal endothelial cells, partial hepatectomy, week01, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13607-146F7,Total RNA
13608-146F8,FF:13608-146F8,"liver sinusoidal endothelial cells, partial hepatectomy, week01, biol_rep2",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13608-146F8,Total RNA
13609-146F9,FF:13609-146F9,"liver sinusoidal endothelial cells, partial hepatectomy, week01, biol_rep3",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,liver sinusoidal endothelial cell,,UNDEFINED_COLLABORATION,,,13609-146F9,Total RNA
13610-146G1,FF:13610-146G1,"hepatic stellate cells, sham operation, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13610-146G1,Total RNA
13611-146G2,FF:13611-146G2,"hepatic stellate cells, sham operation, biol_rep2",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13611-146G2,Total RNA
13612-146G3,FF:13612-146G3,"hepatic stellate cells, sham operation, biol_rep3",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13612-146G3,Total RNA
13613-146G4,FF:13613-146G4,"hepatic stellate cells, partial hepatectomy, 02hr, biol_rep1",,time courses,Mouse (Mus musculus),UNDEFINED_SEX_TYPE,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13613-146G4,Total RNA
13616-146G7,FF:13616-146G7,"hepatic stellate cells, partial hepatectomy, 30hr, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13616-146G7,Total RNA
13617-146G8,FF:13617-146G8,"hepatic stellate cells, partial hepatectomy, 30hr, biol_rep2",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13617-146G8,Total RNA
13618-146G9,FF:13618-146G9,"hepatic stellate cells, partial hepatectomy, 30hr, biol_rep3",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13618-146G9,Total RNA
13619-146H1,FF:13619-146H1,"hepatic stellate cells, partial hepatectomy, 48hr, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13619-146H1,Total RNA
13620-146H2,FF:13620-146H2,"hepatic stellate cells, partial hepatectomy, 48hr, biol_rep2",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13620-146H2,Total RNA
13621-146H3,FF:13621-146H3,"hepatic stellate cells, partial hepatectomy, 48hr, biol_rep3",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13621-146H3,Total RNA
13622-146H4,FF:13622-146H4,"hepatic stellate cells, partial hepatectomy, week01, biol_rep1",,time courses,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,UNDEFINED_TISSUE_TYPE,,hepatic stellate cell,,UNDEFINED_COLLABORATION,,,13622-146H4,Total RNA
1362-25G7,FF:1362-25G7,"thymus, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,thymus,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1362-25G7,Total RNA
1368-26H1,FF:1368-26H1,"liver, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,liver,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1368-26H1,Total RNA
1377-27I3,FF:1377-27I3,"adrenal gland, neonate N25",,developmental,Mouse (Mus musculus),mixture,,25 days neonate,adrenal gland,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1377-27I3,Total RNA
1382-42D1,FF:1382-42D1,"liver, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,liver,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1382-42D1,Total RNA
1384-42G1,FF:1384-42G1,"intestine, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,intestine,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1384-42G1,Total RNA
1385-42H1,FF:1385-42H1,"kidney, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,kidney,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1385-42H1,Total RNA
1386-42I1,FF:1386-42I1,"stomach, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,stomach,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1386-42I1,Total RNA
1387-42A2,FF:1387-42A2,"epididymis and seminiferous tubule, neonate N30",,developmental,Mouse (Mus musculus),male,,30 days neonate,epididymis and seminiferous tubule,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1387-42A2,Total RNA
1388-42B2,FF:1388-42B2,"diencephalon, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,diencephalon,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1388-42B2,Total RNA
1389-42C2,FF:1389-42C2,"muscle (biceps femoris), neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,muscle (biceps femoris),,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1389-42C2,Total RNA
1390-42D2,FF:1390-42D2,"heart, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,heart,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1390-42D2,Total RNA
1391-42E2,FF:1391-42E2,"testis, neonate N30",,developmental,Mouse (Mus musculus),male,,30 days neonate,testis,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1391-42E2,Total RNA
1392-42F2,FF:1392-42F2,"cortex, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,cortex,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1392-42F2,Total RNA
1393-42G2,FF:1393-42G2,"thymus, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,thymus,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1393-42G2,Total RNA
1394-42H2,FF:1394-42H2,"lung, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,lung,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1394-42H2,Total RNA
1395-42I2,FF:1395-42I2,"cerebellum, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,cerebellum,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1395-42I2,Total RNA
1396-42A3,FF:1396-42A3,"medulla oblongata, neonate N30",,developmental,Mouse (Mus musculus),mixture,,30 days neonate,medulla oblongata,,CELL MIXTURE - tissue sample,,FANTOM5 OSC CORE (contact: Al Forrest),,,1396-42A3,Total RNA
14339-155G1,FF:14339-155G1,"ES-OS25 embryonic stem cells, DMSO control, biol_rep1",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14339-155G1,Total RNA
14340-155G2,FF:14340-155G2,"ES-OS25 embryonic stem cells, DMSO control, biol_rep2",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14340-155G2,Total RNA
14341-155G3,FF:14341-155G3,"ES-OS25 embryonic stem cells, DMSO control, biol_rep3",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14341-155G3,Total RNA
14342-155G4,FF:14342-155G4,"ES-OS25 embryonic stem cells, flavopiridol treatment, 01hr, biol_rep1",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14342-155G4,Total RNA
14343-155G5,FF:14343-155G5,"ES-OS25 embryonic stem cells, flavopiridol treatment, 01hr, biol_rep2",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14343-155G5,Total RNA
14344-155G6,FF:14344-155G6,"ES-OS25 embryonic stem cells, flavopiridol treatment, 01hr, biol_rep3",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14344-155G6,Total RNA
14345-155G7,FF:14345-155G7,"ES-OS25 embryonic stem cells, untreated control, biol_rep1",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14345-155G7,Total RNA
14346-155G8,FF:14346-155G8,"ES-OS25 embryonic stem cells, untreated control, biol_rep2",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14346-155G8,Total RNA
14347-155G9,FF:14347-155G9,"ES-OS25 embryonic stem cells, untreated control, biol_rep3",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14347-155G9,Total RNA
14348-155H1,FF:14348-155H1,"ES-OS25 embryonic stem cells, aminitin treatment for 7hr, biol_rep1",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14348-155H1,Total RNA
14349-155H2,FF:14349-155H2,"ES-OS25 embryonic stem cells, aminitin treatment for 7hr, biol_rep2",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14349-155H2,Total RNA
14350-155H3,FF:14350-155H3,"ES-OS25 embryonic stem cells, aminitin treatment for 7hr, biol_rep3",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14350-155H3,Total RNA
14351-155H4,FF:14351-155H4,"ES-Ert2 embryonic stem cells, untreated control, 48hr, biol_rep1",,time courses,Mouse (Mus musculus),,,ES,,,embryonic stem cell,,Ana Pombo and Kelly Morris (MRC),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,14351-155H4,Total RNA
